,patent_id,scores_min
0,4965079,0.22426379198337326
1,4488717,0.18167316753943052
2,5034160,0.23206532207361746
3,4630615,0.17655523340096407
4,4866997,0.07137937212417822
5,4980848,0.19665804612573218
6,4299371,0.21507557410171615
7,5118608,0.2392574485814738
8,4829490,0.18294254017694284
9,4800782,0.07137937212417822
10,4870084,0.31743859689362286
11,4459987,0.22815381559630205
12,4734431,0.23179567479129798
13,5439826,0.11707660779279314
14,4854750,0.21683715569025452
15,4592895,0.3744759452680718
16,5294189,0.26743579595595424
17,5071115,0.087603004057826
18,4733297,0.30168023384962817
19,4342640,0.2550896147261132
20,4675685,0.18381575861033056
21,4660085,0.17655523340096407
22,5124593,0.17655523340096407
23,5025789,0.1947104767359495
24,4796979,0.18873052881693608
25,4632632,0.087603004057826
26,4298362,0.1375092130934729
27,4738843,0.2688379092063779
28,4457716,0.16570066992966825
29,5053306,0.1892778836513564
30,4309375,0.21676435715160708
31,4957806,0.2848381247748777
32,4793403,0.21857627275393143
33,5049782,0.2726536496154643
34,4884304,0.18873052881693608
35,4667134,0.17074467767804094
36,4990411,0.2457776144195547
37,4461931,0.21900967905080282
38,4962240,0.18381575861033056
39,5089667,0.087603004057826
40,4571030,0.13812072065899642
41,4792680,0.2150881588933582
42,4391099,0.2881817712491694
43,4365218,0.2156629912859616
44,4436334,0.1375092130934729
45,5006548,0.2704305716887726
46,4547562,0.2220154762623831
47,4314534,0.17655523340096407
48,4414797,0.21995261013993933
49,5152478,0.1653341056641956
50,4820810,0.2923056525217601
51,4801575,0.2435874356498944
52,4303389,0.21995261013993933
53,4831637,0.20564553384632434
54,5004806,0.3489666020050298
55,5762292,0.16759622132095595
56,4595584,0.2704305716887726
57,4560705,0.2376624462576262
58,4957969,0.2939523842800199
59,4609244,0.087603004057826
60,4581555,0.2950738254366851
61,5126439,0.2446583442506584
62,4409729,0.2609019310474898
63,4658128,0.16158486444637418
64,4617829,0.2576758126323424
65,4587524,0.4080747268026963
66,4965280,0.23179567479129798
67,4968978,0.33432467723253545
68,4730592,0.2799259197761518
69,4635161,0.18508921151420926
70,5064286,0.12866561451270553
71,4641859,0.087603004057826
72,4424159,0.2540581907705791
73,5019662,0.09778567314064093
74,5053616,0.22752373136136034
75,4526814,0.2395701808572996
76,4460707,0.3147166231654381
77,5194370,0.22752373136136034
78,5276807,0.21115733136778553
79,4730973,0.25289095850791177
80,4535160,0.28584900880659203
81,4865720,0.20675853525543214
82,4527880,0.17307491767179112
83,4696681,0.2460675366134713
84,4694090,0.3422746364755455
85,4790925,0.2679092868437403
86,4342986,0.20179290977958264
87,4523595,0.3147166231654381
88,5115072,0.2626208448234698
89,4948167,0.3027934697268076
90,4615440,0.087603004057826
91,4936603,0.13434916784149142
92,4903210,0.4378388334083534
93,4885490,0.21392978674350846
94,4518046,0.087603004057826
95,4872786,0.23874619487529342
96,4927560,0.2532425216189619
97,4648732,0.21443584983196523
98,4486262,0.10139819036233637
99,4847415,0.3220720511013099
100,4655771,0.18508921151420926
101,4635473,0.29037467856020727
102,4758354,0.20709343201997107
103,5117914,0.04299612859597431
104,4529988,0.11308131607951616
105,4799015,0.4130021739142471
106,4829198,0.15194922252166085
107,4375311,0.2057602877774798
108,4878564,0.087603004057826
109,4685498,0.3284890196092991
110,4908740,0.087603004057826
111,4790750,0.11707660779279314
112,D342861,0.2556576773975455
113,4526692,0.13506088682859718
114,4528261,0.18508921151420926
115,4865923,0.11961743332259345
116,4672549,0.10139819036233637
117,4438808,0.35920872425670014
118,4699164,0.26300472357929133
119,4821505,0.1006589810644364
120,4808616,0.34717673786327363
121,4778517,0.23759015956349425
122,4864352,0.22107281955445002
123,4902234,0.1375092130934729
124,5161073,0.313778307387605
125,5074010,0.1375092130934729
126,4415744,0.2446583442506584
127,4812501,0.2446583442506584
128,4418735,0.18381575861033056
129,4544779,0.4081362114298373
130,4504452,0.09778567314064093
131,5003600,0.2392574485814738
132,4322533,0.4109093011889552
133,4855605,0.17435513106366599
134,4921576,0.09778567314064093
135,4981915,0.23179567479129798
136,5073545,0.29199862357897355
137,4796771,0.087603004057826
138,5099074,0.34343460889820815
139,4992625,0.18873052881693608
140,4642996,0.31425522758407093
141,4475738,0.087603004057826
142,4478473,0.087603004057826
143,4341033,0.30331849383804094
144,4922000,0.2540581907705791
145,5033843,0.12866561451270553
146,4884033,0.2808751841059462
147,4708827,0.10139819036233637
148,4983654,0.26205341382483854
149,4566013,0.18845739204772338
150,4864912,0.13565120812619272
151,4829080,0.26782249137364766
152,4942370,0.19455868826869055
153,4448197,0.3147761435003442
154,4920714,0.087603004057826
155,4468965,0.16416209576741908
156,4767112,0.24703229885784808
157,5080889,0.2626208448234698
158,4652869,0.17307491767179112
159,4444793,0.2469031598279035
160,5223528,0.23179567479129798
161,4307827,0.19690309479987186
162,4423566,0.1375092130934729
163,4682827,0.087603004057826
164,5031999,0.24735768608706643
165,4977021,0.2540581907705791
166,4788323,0.25095733482138627
167,4329692,0.13046436401796702
168,5015486,0.24719728523100268
169,4483640,0.17405812605241783
170,4435519,0.23179567479129798
171,5110285,0.29245773491536264
172,4548968,0.2739401914788551
173,4381307,0.23179567479129798
174,5030992,0.21443584983196523
175,4344661,0.2647221366553715
176,4467097,0.25467307702504494
177,4533773,0.23179567479129798
178,4656964,0.2937847138474101
179,4989239,0.1653341056641956
180,5021838,0.2937847138474101
181,4288257,0.3018310106240016
182,4815350,0.20510390560247949
183,4553137,0.07137937212417822
184,4542790,0.22027960590107187
185,5014503,0.087603004057826
186,5056403,0.21443584983196523
187,4770250,0.21995261013993933
188,5030461,0.2668519049640587
189,4628331,0.087603004057826
190,4407167,0.13565120812619272
191,4785929,0.087603004057826
192,D262731,0.32963090205521817
193,4910763,0.26728437611692507
194,5086840,0.22027960590107187
195,4626492,0.35250234839131755
196,4389962,0.087603004057826
197,4520803,0.087603004057826
198,5068854,0.18845739204772338
199,4931373,0.2559418386344211
200,5058801,0.2242055236479294
201,5141552,0.1891330760216111
202,5104097,0.18381575861033056
203,4873398,0.26889770192682383
204,5036320,0.20665445254309928
205,4794373,0.087603004057826
206,4691986,0.21541168462977964
207,4834870,0.07137937212417822
208,4438046,0.2914559594510978
209,4316507,0.3622549499760298
210,5000339,0.2647221366553715
211,4854233,0.3456406036952898
212,5045089,0.3038091350201539
213,4590367,0.23342685499098417
214,4931090,0.24309399735405596
215,4682777,0.20510390560247949
216,4886859,0.2626208448234698
217,4414495,0.23120063626518533
218,RE31286,0.2847384673146158
219,4364856,0.23065548915407963
220,4502974,0.318338640380736
221,4497225,0.12045020775413351
222,4696789,0.2835135939640595
223,4632346,0.23280214212595796
224,4758534,0.21541168462977964
225,5050802,0.18508921151420926
226,4444159,0.33479114720721204
227,4871626,0.2596899399619386
228,4744954,0.45589485591992984
229,4868926,0.23592970128560029
230,4439993,0.087603004057826
231,4430908,0.16534911790204
232,5114990,0.289568324450431
233,4626867,0.18167316753943052
234,4453971,0.34629216634142773
235,4422081,0.22412742028775273
236,4773499,0.087603004057826
237,4640071,0.1977797574144663
238,4671180,0.23095900687467286
239,4420829,0.1832466119756969
240,4431760,0.2848381247748777
241,4579985,0.09778567314064093
242,4701673,0.3321388718774876
243,5014897,0.087603004057826
244,4833898,0.07137937212417822
245,4910349,0.34382829880779064
246,4976401,0.087603004057826
247,4713573,0.087603004057826
248,5025432,0.20084568346801135
249,4930177,0.3167713884322839
250,4535741,0.19455868826869055
251,4509051,0.22190542807873673
252,4357115,0.18508921151420926
253,4635904,0.23280214212595796
254,4717581,0.280239133612391
255,4574790,0.2576758126323424
256,4417092,0.21683715569025452
257,4777472,0.18294254017694284
258,4575588,0.22037245214111703
259,4539241,0.07137937212417822
260,4317076,0.17405812605241783
261,4320368,0.087603004057826
262,4893130,0.30328487343651767
263,D276000,0.32963090205521817
264,4763386,0.087603004057826
265,4620856,0.09778567314064093
266,4938201,0.1375092130934729
267,4910427,0.27445961102887967
268,4685134,0.3573371359530537
269,5069320,0.24309399735405596
270,4439492,0.16642729089750607
271,4588840,0.29374809626306597
272,RE32752,0.21443584983196523
273,4377905,0.16416209576741908
274,4529752,0.2446583442506584
275,5133722,0.10139819036233637
276,4917988,0.28138042301006994
277,4407861,0.29497482770642147
278,4929641,0.318338640380736
279,5006882,0.18508921151420926
280,4914895,0.2511851179582311
281,4917097,0.18845739204772338
282,5000344,0.26743579595595424
283,5269004,0.1375092130934729
284,5000212,0.26429020427393274
285,4631688,0.18508921151420926
286,4999958,0.1375092130934729
287,4791363,0.07137937212417822
288,4566978,0.3083419222436704
289,4645496,0.087603004057826
290,4925032,0.087603004057826
291,5212776,0.17405812605241783
292,5143837,0.28125971151581836
293,4815249,0.25882117701942886
294,5097897,0.3081429389368459
295,4318885,0.18508921151420926
296,5153067,0.26507333648225706
297,4870223,0.34013295818067135
298,4952222,0.27715168582989513
299,4520503,0.26525834424392336
300,5042270,0.087603004057826
301,4916483,0.30245476520172815
302,4469845,0.2848381247748777
303,4746960,0.18873052881693608
304,4315521,0.17405812605241783
305,4869456,0.23395193241900844
306,4353416,0.30388475183089664
307,4390965,0.2576216161812013
308,5063981,0.25289095850791177
309,4627200,0.15497862919340902
310,4904199,0.29869614551934415
311,5092242,0.29497482770642147
312,4743394,0.2389381771449144
313,5047982,0.20084568346801135
314,4774160,0.07137937212417822
315,4630274,0.12866561451270553
316,4402400,0.04299612859597431
317,4963850,0.21192585672329384
318,4539314,0.318338640380736
319,4906497,0.2677748948175685
320,5058982,0.1525361879848786
321,4500122,0.21995261013993933
322,4780886,0.17655523340096407
323,4746150,0.24083795634167637
324,4792282,0.17405812605241783
325,4566750,0.087603004057826
326,4912685,0.3224263721564056
327,4923281,0.1977797574144663
328,4333820,0.2881817712491694
329,4909047,0.27855462387030205
330,4498717,0.17405812605241783
331,4567718,0.17405812605241783
332,4560558,0.32713550317757634
333,4338250,0.2446583442506584
334,5104757,0.2242055236479294
335,5186995,0.20084568346801135
336,4436379,0.30575662719828584
337,4659221,0.06901701361535309
338,4694925,0.18150347492990415
339,4750681,0.10419241623489911
340,4867629,0.19665804612573218
341,5077726,0.3147945679007651
342,4636685,0.16158486444637418
343,4341753,0.3416996136251553
344,4723749,0.1508219052525044
345,4637024,0.2305961599858774
346,4804820,0.18150347492990415
347,4630392,0.19665804612573218
348,4578086,0.19106965298539832
349,4555144,0.20546477522410184
350,4594657,0.3413440156291304
351,5011967,0.24868172610004513
352,4803485,0.1751382351670789
353,5139275,0.23684698182487796
354,4572880,0.26503218272592305
355,4898640,0.11308131607951616
356,4983586,0.24978695356783187
357,4279557,0.18167316753943052
358,4586439,0.18167316753943052
359,4474604,0.16416209576741908
360,4306206,0.18508921151420926
361,4483204,0.18381575861033056
362,4532271,0.17435513106366599
363,4981691,0.18915078303307453
364,4630914,0.1375092130934729
365,4411184,0.10174359358453738
366,4444416,0.17405812605241783
367,4679572,0.26743579595595424
368,4954219,0.18508921151420926
369,4817055,0.22107281955445002
370,5139777,0.26182597404053454
371,4981774,0.27802028262165435
372,5048516,0.17074467767804094
373,4954222,0.15878130403781418
374,4818763,0.34717673786327363
375,4526106,0.29869614551934415
376,5036025,0.26507333648225706
377,5182034,0.26205341382483854
378,4741840,0.1751382351670789
379,4881331,0.12045020775413351
380,4757551,0.15334886098069633
381,D303759,0.2556576773975455
382,4744298,0.087603004057826
383,4881057,0.1751382351670789
384,4436981,0.27616316843442407
385,5149568,0.16668312200196847
386,4713051,0.2592955124120362
387,4951009,0.19455868826869055
388,4320159,0.2976657397710236
389,5135233,0.24903065726518087
390,4955220,0.18508921151420926
391,4615343,0.2218678341131279
392,4563081,0.2244619439492001
393,4401000,0.17405812605241783
394,5149757,0.3310954515303419
395,4648122,0.18845739204772338
396,4611473,0.20466874828829482
397,4372275,0.2847384673146158
398,4584251,0.29374809626306597
399,4617157,0.10139819036233637
400,4592048,0.16433631818017846
401,4684794,0.17074467767804094
402,4384670,0.23057558933447933
403,4860547,0.24003972648082667
404,4500645,0.25014797222150165
405,5090545,0.23095900687467286
406,4501840,0.30335909062596855
407,4577480,0.34486597944609826
408,4781367,0.21676435715160708
409,4889625,0.3009148616425689
410,5118581,0.20556099947185147
411,4430503,0.3422746364755455
412,4847031,0.2307246697473576
413,5050066,0.10174359358453738
414,5226894,0.087603004057826
415,5171264,0.07137937212417822
416,4983693,0.3021395146029287
417,4723227,0.23041201694402919
418,4334467,0.07137937212417822
419,4661811,0.3034478353104996
420,4314625,0.2647221366553715
421,4886430,0.23843327093871833
422,4741826,0.087603004057826
423,4327091,0.2540581907705791
424,4909131,0.087603004057826
425,4715672,0.21541168462977964
426,4502640,0.18167316753943052
427,4536215,0.29251966509646365
428,4365090,0.09778567314064093
429,D302876,0.2556576773975455
430,4422849,0.1375092130934729
431,5034013,0.087603004057826
432,4388749,0.087603004057826
433,4573952,0.18873052881693608
434,5042525,0.17405812605241783
435,5098642,0.07137937212417822
436,4530300,0.17405812605241783
437,4919289,0.1721248290540586
438,4369699,0.1541011040154774
439,4839619,0.24020383545298546
440,4336114,0.1613009745176968
441,5084230,0.087603004057826
442,5036799,0.2392468768353955
443,4988620,0.27201586593037336
444,4643463,0.1375092130934729
445,4536234,0.2750328737549651
446,4525671,0.17107503932307377
447,4983564,0.2205098784870096
448,4850771,0.27264712892748144
449,4863077,0.27747148809744826
450,5074641,0.27804506773838844
451,4360146,0.087603004057826
452,5020045,0.21777919385881295
453,4493166,0.10139819036233637
454,4635673,0.2668519049640587
455,4467353,0.19382187943689838
456,4917541,0.087603004057826
457,4750248,0.07137937212417822
458,4610903,0.2263875657852504
459,5048731,0.26340286332385465
460,4532591,0.31692483668765914
461,5121163,0.20775563128357352
462,4561835,0.23095900687467286
463,4934436,0.23552583546772243
464,4482665,0.36435746330114205
465,5055771,0.12866561451270553
466,4868635,0.35943245476844266
467,4354482,0.21857627275393143
468,5122092,0.24616173549457426
469,4358856,0.087603004057826
470,4504874,0.19455868826869055
471,5051163,0.04299612859597431
472,5021319,0.2460675366134713
473,5037057,0.28791950595019655
474,4477247,0.087603004057826
475,4675244,0.1113456431844492
476,4882537,0.2395701808572996
477,4443625,0.4095988623042355
478,4406995,0.17655523340096407
479,4740133,0.12756805812590927
480,4428280,0.10419241623489911
481,4619743,0.43957098941076933
482,4998363,0.087603004057826
483,4683173,0.26205341382483854
484,4846129,0.1578119048711999
485,4802877,0.087603004057826
486,D332883,0.2556576773975455
487,4480008,0.28190044042176254
488,5115593,0.17405812605241783
489,4625763,0.29723971901426877
490,5231231,0.3220720511013099
491,4673537,0.18294254017694284
492,4536185,0.318338640380736
493,4943414,0.16158486444637418
494,4481928,0.29245773491536264
495,4484981,0.20556099947185147
496,5084048,0.17405812605241783
497,4773199,0.17405812605241783
498,4974889,0.3054146175270609
499,5200848,0.18873052881693608
